stime	etime	text
00:46:21.910	00:46:21.920 align:start position:0%	och sätta felstaplar
00:46:21.920	00:46:23.670 align:start position:0%	och sätta felstaplar
00:46:23.670	00:46:23.680 align:start position:0%	på dessa
00:46:23.680	00:46:25.510 align:start position:0%	på dessa
00:46:25.510	00:46:25.520 align:start position:0%	i detta stapeldiagram
00:46:25.520	00:46:27.750 align:start position:0%	i detta stapeldiagram
00:46:27.750	00:46:27.760 align:start position:0%	och som en tumregel kan
00:46:27.760	00:46:31.109 align:start position:0%	och som en tumregel kan
00:46:31.109	00:46:31.119 align:start position:0%	vi säga att om dessa
00:46:31.119	00:46:33.349 align:start position:0%	vi säga att om dessa
00:46:33.349	00:46:33.359 align:start position:0%	felstaplar den övre delen av denna
00:46:33.359	00:46:35.670 align:start position:0%	felstaplar den övre delen av denna
00:46:35.670	00:46:35.680 align:start position:0%	felstapel inte överlappar den nedre
00:46:35.680	00:46:37.910 align:start position:0%	felstapel inte överlappar den nedre
00:46:37.910	00:46:37.920 align:start position:0%	delen av denna felstapel kan
00:46:37.920	00:46:39.349 align:start position:0%	delen av denna felstapel kan
00:46:39.349	00:46:39.359 align:start position:0%	vi
00:46:39.359	00:46:40.150 align:start position:0%	vi
00:46:40.150	00:46:40.160 align:start position:0%	 
00:46:40.160	00:46:42.630 align:start position:0%	 
00:46:42.630	00:46:42.640 align:start position:0%	ha en signifikant skillnad mellan
00:46:42.640	00:46:46.150 align:start position:0%	ha en signifikant skillnad mellan
00:46:46.150	00:46:46.160 align:start position:0%	 
00:46:46.160	00:46:48.630 align:start position:0%	 
00:46:48.630	00:46:48.640 align:start position:0%	 
00:46:48.640	00:46:50.950 align:start position:0%	 
00:46:50.950	00:46:50.960 align:start position:0%	låt oss göra hela analysen och vi  kommer att
00:46:50.960	00:46:53.109 align:start position:0%	låt oss göra hela analysen och vi  kommer att
00:46:53.109	00:46:53.119 align:start position:0%	göra lite
00:46:53.119	00:46:57.910 align:start position:0%	göra lite
00:46:57.910	00:46:57.920 align:start position:0%	slutledningsanalys genom att använda ett test som kallas ett t-test
00:46:57.920	00:47:01.270 align:start position:0%	slutledningsanalys genom att använda ett test som kallas ett t-test
00:47:01.270	00:47:01.280 align:start position:0%	så här går jag tillbaka till min
00:47:01.280	00:47:02.630 align:start position:0%	så här går jag tillbaka till min
00:47:02.630	00:47:02.640 align:start position:0%	datavy
00:47:02.640	00:47:04.790 align:start position:0%	datavy
00:47:04.790	00:47:04.800 align:start position:0%	så detta är en bra indikation på att det
00:47:04.800	00:47:07.190 align:start position:0%	så detta är en bra indikation på att det
00:47:07.190	00:47:07.200 align:start position:0%	kan vara något på gång med
00:47:07.200	00:47:09.990 align:start position:0%	kan vara något på gång med
00:47:09.990	00:47:14.550 align:start position:0%	attityderna i vår tw  o olika bannerannonsvillkor
00:47:14.550	00:47:14.560 align:start position:0%	 
00:47:14.560	00:47:17.670 align:start position:0%	 
00:47:17.670	00:47:17.680 align:start position:0%	och vi kan faktiskt ta reda på
00:47:17.680	00:47:21.510 align:start position:0%	och vi kan faktiskt ta reda på
00:47:21.510	00:47:21.520 align:start position:0%	 
00:47:21.520	00:47:23.670 align:start position:0%	 
00:47:23.670	00:47:23.680 align:start position:0%	i google kalkylblad
00:47:23.680	00:47:24.790 align:start position:0%	i google kalkylblad
00:47:24.790	00:47:24.800 align:start position:0%	så för
00:47:24.800	00:47:27.910 align:start position:0%	så för
00:47:27.910	00:47:27.920 align:start position:0%	att göra detta måste vi ange en formel
00:47:27.920	00:47:30.710 align:start position:0%	att göra detta måste vi ange en formel
00:47:30.710	00:47:30.720 align:start position:0%	och formeln för detta är helt
00:47:30.720	00:47:33.109 align:start position:0%	och formeln för detta är helt
00:47:33.109	00:47:33.119 align:start position:0%	enkelt likhetstecknet
00:47:33.119	00:47:37.750 align:start position:0%	enkelt likhetstecknet
00:47:37.750	00:47:37.760 align:start position:0%	som är startpunkten för alla formler
00:47:37.760	00:47:40.950 align:start position:0%	som är startpunkten för alla formler
00:47:40.950	00:47:40.960 align:start position:0%	och sedan  tryck på t dot
00:47:40.960	00:47:43.670 align:start position:0%	och sedan  tryck på t dot
00:47:43.670	00:47:43.680 align:start position:0%	 
00:47:43.680	00:47:46.790 align:start position:0%	 
00:47:46.790	00:47:46.800 align:start position:0%	och här kan jag bara klicka på Tab-
00:47:46.800	00:47:48.230 align:start position:0%	och här kan jag bara klicka på Tab-
00:47:48.230	00:47:48.240 align:start position:0%	tangenten för att
00:47:48.240	00:47:51.750 align:start position:0%	tangenten för att
00:47:51.750	00:47:51.760 align:start position:0%	automatiskt slutföra formeln
00:47:51.760	00:47:54.630 align:start position:0%	automatiskt slutföra formeln
00:47:54.630	00:47:54.640 align:start position:0%	och nu
00:47:54.640	00:47:57.990 align:start position:0%	och nu
00:47:57.990	00:47:58.000 align:start position:0%	eh formeln ber mig om eh två intervall
00:47:58.000	00:48:00.150 align:start position:0%	eh formeln ber mig om eh två intervall
00:48:00.150	00:48:00.160 align:start position:0%	och det här är villkoren jag vill
00:48:00.160	00:48:03.349 align:start position:0%	och det här är villkoren jag vill
00:48:03.349	00:48:03.359 align:start position:0%	jämföra så nu kan jag använda min piltangent
00:48:03.359	00:48:06.790 align:start position:0%	jämföra så nu kan jag använda min piltangent
00:48:06.790	00:48:06.800 align:start position:0%	och gå till dessa attityder  värden
00:48:06.800	00:48:09.109 align:start position:0%	och gå till dessa attityder  värden
00:48:09.109	00:48:09.119 align:start position:0%	så jag vill jämföra
00:48:09.119	00:48:11.240 align:start position:0%	så jag vill jämföra
00:48:11.240	00:48:11.250 align:start position:0%	alla attityder i detta c
00:48:11.250	00:48:12.549 align:start position:0%	alla attityder i detta c
00:48:12.549	00:48:12.559 align:start position:0%	[Musik]
00:48:12.559	00:48:16.150 align:start position:0%	[Musik]
00:48:16.150	00:48:16.160 align:start position:0%	tillståndskontrollvillkor
00:48:16.160	00:48:20.069 align:start position:0%	tillståndskontrollvillkor
00:48:20.069	00:48:20.079 align:start position:0%	 
00:48:20.079	00:48:21.670 align:start position:0%	 
00:48:21.670	00:48:21.680 align:start position:0%	till mitten av
00:48:21.680	00:48:23.910 align:start position:0%	till mitten av
00:48:23.910	00:48:23.920 align:start position:0%	datafilen kan
00:48:23.920	00:48:26.630 align:start position:0%	datafilen kan
00:48:26.630	00:48:26.640 align:start position:0%	jag se att alla dessa attityder con
00:48:26.640	00:48:28.790 align:start position:0%	jag se att alla dessa attityder con
00:48:28.790	00:48:28.800 align:start position:0%	är kopplade till
00:48:28.800	00:48:32.470 align:start position:0%	är kopplade till
00:48:32.470	00:48:32.480 align:start position:0%	 
00:48:32.480	00:48:34.710 align:start position:0%	 
00:48:34.710	00:48:34.720 align:start position:0%	så här kan jag  ange
00:48:34.720	00:48:37.510 align:start position:0%	så här kan jag  ange
00:48:37.510	00:48:37.520 align:start position:0%	ett kommatecken
00:48:37.520	00:48:40.790 align:start position:0%	ett kommatecken
00:48:40.790	00:48:40.800 align:start position:0%	för att kunna välja nästa
00:48:40.800	00:48:43.190 align:start position:0%	för att kunna välja nästa
00:48:43.190	00:48:43.200 align:start position:0%	intervall och detta kommer att vara
00:48:43.200	00:48:45.589 align:start position:0%	intervall och detta kommer att vara
00:48:45.589	00:48:45.599 align:start position:0%	alla attityder som är förknippade med
00:48:45.599	00:48:48.230 align:start position:0%	alla attityder som är förknippade med
00:48:48.230	00:48:48.240 align:start position:0%	behandlingen
00:48:48.240	00:48:51.270 align:start position:0%	behandlingen
00:48:51.270	00:48:51.280 align:start position:0%	så jag bara går vidare och
00:48:51.280	00:48:56.630 align:start position:0%	så jag bara går vidare och
00:48:56.630	00:48:56.640 align:start position:0%	 
00:48:56.640	00:48:58.950 align:start position:0%	 
00:48:58.950	00:48:58.960 align:start position:0%	och nu är vi längst ner i
00:48:58.960	00:49:00.870 align:start position:0%	och nu är vi längst ner i
00:49:00.870	00:49:00.880 align:start position:0%	datafilen och nu kan vi
00:49:00.880	00:49:04.309 align:start position:0%	datafilen och nu kan vi
00:49:04.309	00:49:04.319 align:start position:0%	träffa  så nu har vi de två intervallen
00:49:04.319	00:49:05.670 align:start position:0%	träffa  så nu har vi de två intervallen
00:49:05.670	00:49:05.680 align:start position:0%	nu
00:49:05.680	00:49:08.230 align:start position:0%	nu
00:49:08.230	00:49:08.240 align:start position:0%	använder vi kommatecknet igen för att ha det
00:49:08.240	00:49:11.430 align:start position:0%	använder vi kommatecknet igen för att ha det
00:49:11.430	00:49:11.440 align:start position:0%	tredje argumentet för den här funktionen
00:49:11.440	00:49:15.589 align:start position:0%	tredje argumentet för den här funktionen
00:49:15.589	00:49:15.599 align:start position:0%	så nu frågar den mig om svansarna
00:49:15.599	00:49:17.670 align:start position:0%	så nu frågar den mig om svansarna
00:49:17.670	00:49:17.680 align:start position:0%	och detta
00:49:17.680	00:49:20.630 align:start position:0%	och detta
00:49:20.630	00:49:20.640 align:start position:0%	kommer att bli en lång förklaring om jag
00:49:20.640	00:49:22.710 align:start position:0%	kommer att bli en lång förklaring om jag
00:49:22.710	00:49:22.720 align:start position:0%	går igenom allt men här kan du
00:49:22.720	00:49:25.030 align:start position:0%	går igenom allt men här kan du
00:49:25.030	00:49:25.040 align:start position:0%	skriv två
00:49:25.040	00:49:27.670 align:start position:0%	skriv två
00:49:27.670	00:49:27.680 align:start position:0%	och sedan komma igen
00:49:27.680	00:49:30.950 align:start position:0%	och sedan komma igen
00:49:30.950	00:49:30.960 align:start position:0%	och nu frågar den efter typen så i det här
00:49:30.960	00:49:35.109 align:start position:0%	och nu frågar den efter typen så i det här
00:49:35.109	00:49:35.119 align:start position:0%	fallet är det ett oberoende sampel
00:49:35.119	00:49:36.630 align:start position:0%	fallet är det ett oberoende sampel
00:49:36.630	00:49:36.640 align:start position:0%	t-test
00:49:36.640	00:49:37.750 align:start position:0%	t-test
00:49:37.750	00:49:37.760 align:start position:0%	och
00:49:37.760	00:49:41.670 align:start position:0%	och
00:49:41.670	00:49:41.680 align:start position:0%	du använder siffran två igen för
00:49:41.680	00:49:44.790 align:start position:0%	du använder siffran två igen för
00:49:44.790	00:49:44.800 align:start position:0%	att göra den här typen av test och sedan har
00:49:44.800	00:49:49.270 align:start position:0%	att göra den här typen av test och sedan har
00:49:49.270	00:49:49.280 align:start position:0%	 
00:49:49.280	00:49:51.990 align:start position:0%	 
00:49:51.990	00:49:52.000 align:start position:0%	och jag trycker på enter
00:49:52.000	00:49:57.270 align:start position:0%	och jag trycker på enter
00:49:57.270	00:49:57.280 align:start position:0%	 
00:49:57.280	00:50:01.829 align:start position:0%	 
00:50:01.829	00:50:01.839 align:start position:0%	så p-värdet i det här experimentet säger mig
00:50:01.839	00:50:03.670 align:start position:0%	så p-värdet i det här experimentet säger mig
00:50:03.670	00:50:03.680 align:start position:0%	att det är under
00:50:03.680	00:50:06.069 align:start position:0%	att det är under
00:50:06.069	00:50:06.079 align:start position:0%	0,05
00:50:06.079	00:50:09.270 align:start position:0%	0,05
00:50:09.270	00:50:09.280 align:start position:0%	vilket är den konventionella brytpunkten
00:50:09.280	00:50:12.950 align:start position:0%	vilket är den konventionella brytpunkten
00:50:12.950	00:50:12.960 align:start position:0%	där jag tror
00:50:12.960	00:50:15.910 align:start position:0%	där jag tror
00:50:15.910	00:50:15.920 align:start position:0%	att effekten jag ser i mina data är det
00:50:15.920	00:50:19.589 align:start position:0%	att effekten jag ser i mina data är det
00:50:19.589	00:50:19.599 align:start position:0%	bara fem procents chans att det beror på
00:50:19.599	00:50:21.750 align:start position:0%	bara fem procents chans att det beror på
00:50:21.750	00:50:21.760 align:start position:0%	slumpmässigt brus
00:50:21.760	00:50:26.630 align:start position:0%	slumpmässigt brus
00:50:26.630	00:50:26.640 align:start position:0%	och det är en chans på 95 att det är på grund av
00:50:26.640	00:50:28.230 align:start position:0%	och det är en chans på 95 att det är på grund av
00:50:28.230	00:50:28.240 align:start position:0%	denna manipulation
00:50:28.240	00:50:29.030 align:start position:0%	denna manipulation
00:50:29.030	00:50:29.040 align:start position:0%	 
00:50:29.040	00:50:30.870 align:start position:0%	 
00:50:30.870	00:50:30.880 align:start position:0%	 
00:50:30.880	00:50:33.030 align:start position:0%	 
00:50:33.030	00:50:33.040 align:start position:0%	kontrolltillståndet
00:50:33.040	00:50:35.910 align:start position:0%	kontrolltillståndet
00:50:35.910	00:50:35.920 align:start position:0%	som inte var något ansikte i bannerannonserna
00:50:35.920	00:50:38.150 align:start position:0%	som inte var något ansikte i bannerannonserna
00:50:38.150	00:50:38.160 align:start position:0%	och behandlingstillståndet
00:50:38.160	00:50:42.230 align:start position:0%	och behandlingstillståndet
00:50:42.230	00:50:42.240 align:start position:0%	som var med ett ansikte i adwords
00:50:42.240	00:50:43.670 align:start position:0%	som var med ett ansikte i adwords
00:50:43.670	00:50:43.680 align:start position:0%	så det finns
00:50:43.680	00:50:45.430 align:start position:0%	så det finns
00:50:45.430	00:50:45.440 align:start position:0%	en stor sannolikhet
00:50:45.440	00:50:46.309 align:start position:0%	en stor sannolikhet
00:50:46.309	00:50:46.319 align:start position:0%	att
00:50:46.319	00:50:47.430 align:start position:0%	att
00:50:47.430	00:50:47.440 align:start position:0%	ansikten
00:50:47.440	00:50:48.630 align:start position:0%	ansikten
00:50:48.630	00:50:48.640 align:start position:0%	genererar
00:50:48.640	00:50:51.510 align:start position:0%	genererar
00:50:51.510	00:50:51.520 align:start position:0%	mer positiva attityder
00:50:51.520	00:50:53.670 align:start position:0%	mer positiva attityder
00:50:53.670	00:50:53.680 align:start position:0%	en  och det är bra att kunna
00:50:53.680	00:50:55.270 align:start position:0%	en  och det är bra att kunna
00:50:55.270	00:50:55.280 align:start position:0%	rapportera i
00:50:55.280	00:51:00.760 align:start position:0%	rapportera i
